"analysis_id","family","temporal_role","analysis_role","outcome_id","outcome_variable","mechanism_family","tier","denominator","specification_id","adjustment_id","construction_id","fixed_effect","n","effective_f","effective_f_critical_value","first_stage_strong","reduced_form_p_value","reduced_form_p_holm","reduced_form_holm_signal","anderson_rubin_p_beta0","anderson_rubin_p_beta0_holm_within_spec","ar_holm_rejects_zero","ar_95_contains_zero","ar_95_bounded","ar_95_n_components","ar_95_disconnected","evidence_status"
"census__housing__television_access_change__region_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","region_main__glottolog_mean","region_main","glottolog_mean","region",355,2.59171500888566,23.1085112116065,FALSE,0.0259844596071685,0.155906757643011,FALSE,0.0259844596071677,0.155906757643006,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__television_access_change__region_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region",355,0.947774000155956,23.1085112116065,FALSE,0.0305659349449615,0.244527479559692,FALSE,0.0305659349449723,0.244527479559778,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__television_access_change__state_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","state_main__nonzero_mean","state_main","nonzero_mean","state",355,1.43060494941775,23.1085112116065,FALSE,0.00476099795838449,0.0285659877503069,TRUE,0.00476099795838447,0.0285659877503068,TRUE,FALSE,FALSE,2,TRUE,"weak_iv_robust_signal"
"census__housing__television_access_change__state_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","state_main__glottolog_mean","state_main","glottolog_mean","state",355,2.82862718517242,23.1085112116065,FALSE,0.323748494075444,1,FALSE,0.323748494075444,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__television_access_change__state_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state",355,0.308794705547958,23.1085112116065,FALSE,0.277920362218821,1,FALSE,0.277920362218822,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__telephone_access_change__region_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","region_main__nonzero_mean","region_main","nonzero_mean","region",355,0.170286653144389,23.1085112116065,FALSE,0.966848067447171,1,FALSE,0.966848067447168,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__telephone_access_change__region_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","region_main__glottolog_mean","region_main","glottolog_mean","region",355,2.59171500888566,23.1085112116065,FALSE,0.1010967813609,0.5054839068045,FALSE,0.101096781360921,0.505483906804605,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__telephone_access_change__region_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region",355,0.947774000155956,23.1085112116065,FALSE,0.776484064731633,1,FALSE,0.776484064731638,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__telephone_access_change__state_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","state_main__nonzero_mean","state_main","nonzero_mean","state",355,1.43060494941775,23.1085112116065,FALSE,0.858989763785417,1,FALSE,0.858989763785415,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__telephone_access_change__state_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","state_main__glottolog_mean","state_main","glottolog_mean","state",355,2.82862718517242,23.1085112116065,FALSE,0.584525452644704,1,FALSE,0.584525452644707,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__telephone_access_change__state_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state",355,0.308794705547958,23.1085112116065,FALSE,0.299381430592463,1,FALSE,0.299381430592462,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__bicycle_ownership_change__region_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","bicycle_ownership_change","bicycle_share_households_change_2011_2001","transport_assets","secondary","households","region_main__nonzero_mean","region_main","nonzero_mean","region",355,0.170286653144389,23.1085112116065,FALSE,0.000233548188982176,0.00140128913389306,TRUE,0.000233548188982499,0.00140128913389499,TRUE,FALSE,FALSE,2,TRUE,"weak_iv_robust_signal"
"census__housing__bicycle_ownership_change__region_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","bicycle_ownership_change","bicycle_share_households_change_2011_2001","transport_assets","secondary","households","region_main__glottolog_mean","region_main","glottolog_mean","region",355,2.59171500888566,23.1085112116065,FALSE,0.00695569555646728,0.0556455644517382,FALSE,0.00695569555646726,0.0556455644517381,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__bicycle_ownership_change__region_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","bicycle_ownership_change","bicycle_share_households_change_2011_2001","transport_assets","secondary","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region",355,0.947774000155956,23.1085112116065,FALSE,0.226903108877911,1,FALSE,0.226903108877932,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__bicycle_ownership_change__state_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","bicycle_ownership_change","bicycle_share_households_change_2011_2001","transport_assets","secondary","households","state_main__nonzero_mean","state_main","nonzero_mean","state",355,1.43060494941775,23.1085112116065,FALSE,1.49656428957815e-08,1.19725143166252e-07,TRUE,1.49656428957821e-08,1.19725143166257e-07,TRUE,FALSE,FALSE,1,FALSE,"weak_iv_robust_signal"
"census__housing__bicycle_ownership_change__state_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","bicycle_ownership_change","bicycle_share_households_change_2011_2001","transport_assets","secondary","households","state_main__glottolog_mean","state_main","glottolog_mean","state",355,2.82862718517242,23.1085112116065,FALSE,0.000318283970248083,0.00254627176198466,TRUE,0.000318283970248084,0.00254627176198467,TRUE,FALSE,FALSE,1,FALSE,"weak_iv_robust_signal"
"census__housing__bicycle_ownership_change__state_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","bicycle_ownership_change","bicycle_share_households_change_2011_2001","transport_assets","secondary","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state",355,0.308794705547958,23.1085112116065,FALSE,0.704865557815333,1,FALSE,0.704865557815333,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__motorcycle_ownership_change__region_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","motorcycle_ownership_change","motorcycle_share_households_change_2011_2001","transport_assets","core","households","region_main__nonzero_mean","region_main","nonzero_mean","region",355,0.170286653144389,23.1085112116065,FALSE,0.094350060475404,0.47175030237702,FALSE,0.0943500604753936,0.471750302376968,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__motorcycle_ownership_change__region_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","motorcycle_ownership_change","motorcycle_share_households_change_2011_2001","transport_assets","core","households","region_main__glottolog_mean","region_main","glottolog_mean","region",355,2.59171500888566,23.1085112116065,FALSE,0.0221674736466395,0.155172315526476,FALSE,0.0221674736466413,0.155172315526489,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__motorcycle_ownership_change__region_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","motorcycle_ownership_change","motorcycle_share_households_change_2011_2001","transport_assets","core","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region",355,0.947774000155956,23.1085112116065,FALSE,0.960460773472151,1,FALSE,0.960460773472152,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__motorcycle_ownership_change__state_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","motorcycle_ownership_change","motorcycle_share_households_change_2011_2001","transport_assets","core","households","state_main__nonzero_mean","state_main","nonzero_mean","state",355,1.43060494941775,23.1085112116065,FALSE,0.972460490971082,1,FALSE,0.972460490971084,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__motorcycle_ownership_change__state_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","motorcycle_ownership_change","motorcycle_share_households_change_2011_2001","transport_assets","core","households","state_main__glottolog_mean","state_main","glottolog_mean","state",355,2.82862718517242,23.1085112116065,FALSE,0.000528910317765318,0.00370237222435723,TRUE,0.000528910317765331,0.00370237222435732,TRUE,FALSE,FALSE,1,FALSE,"weak_iv_robust_signal"
"census__housing__motorcycle_ownership_change__state_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","motorcycle_ownership_change","motorcycle_share_households_change_2011_2001","transport_assets","core","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state",355,0.308794705547958,23.1085112116065,FALSE,0.350090514696689,1,FALSE,0.350090514696688,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__car_ownership_change__region_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","car_ownership_change","car_share_households_change_2011_2001","transport_assets","core","households","region_main__nonzero_mean","region_main","nonzero_mean","region",355,0.170286653144389,23.1085112116065,FALSE,0.899302581053306,1,FALSE,0.899302581053306,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__car_ownership_change__region_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","car_ownership_change","car_share_households_change_2011_2001","transport_assets","core","households","region_main__glottolog_mean","region_main","glottolog_mean","region",355,2.59171500888566,23.1085112116065,FALSE,0.308206608144131,1,FALSE,0.308206608144123,1,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__car_ownership_change__region_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","car_ownership_change","car_share_households_change_2011_2001","transport_assets","core","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region",355,0.947774000155956,23.1085112116065,FALSE,0.622073335947456,1,FALSE,0.622073335947465,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__car_ownership_change__state_main__nonzero_mean","census_housing","long_run_post","causal_mechanism","car_ownership_change","car_share_households_change_2011_2001","transport_assets","core","households","state_main__nonzero_mean","state_main","nonzero_mean","state",355,1.43060494941775,23.1085112116065,FALSE,0.36971886958114,1,FALSE,0.369718869581139,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"census__housing__car_ownership_change__state_main__glottolog_mean","census_housing","long_run_post","causal_mechanism","car_ownership_change","car_share_households_change_2011_2001","transport_assets","core","households","state_main__glottolog_mean","state_main","glottolog_mean","state",355,2.82862718517242,23.1085112116065,FALSE,0.238166779118555,1,FALSE,0.238166779118553,1,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"census__housing__car_ownership_change__state_main__dyen_noncognate","census_housing","long_run_post","causal_mechanism","car_ownership_change","car_share_households_change_2011_2001","transport_assets","core","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state",355,0.308794705547958,23.1085112116065,FALSE,0.134126608217052,1,FALSE,0.134126608217051,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__nonfarm_employment_growth__region_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","nonfarm_employment_growth","log_nonfarm_employment_change_2013_2005","local_labor_demand","core","log_nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",354,0.205952107852765,23.1085112116065,FALSE,0.306695856450244,0.920087569350732,FALSE,0.306695856450238,0.920087569350714,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__nonfarm_employment_growth__region_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","nonfarm_employment_growth","log_nonfarm_employment_change_2013_2005","local_labor_demand","core","log_nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",354,2.3032099904734,23.1085112116065,FALSE,0.256494941374294,1,FALSE,0.256494941374299,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__nonfarm_employment_growth__region_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","nonfarm_employment_growth","log_nonfarm_employment_change_2013_2005","local_labor_demand","core","log_nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",354,0.89187407036847,23.1085112116065,FALSE,0.160982054455145,0.64392821782058,FALSE,0.16098205445516,0.64392821782064,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__nonfarm_employment_growth__state_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","nonfarm_employment_growth","log_nonfarm_employment_change_2013_2005","local_labor_demand","core","log_nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",354,1.49332619039482,23.1085112116065,FALSE,0.011354904888242,0.068129429329452,FALSE,0.011354904888242,0.068129429329452,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__nonfarm_employment_growth__state_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","nonfarm_employment_growth","log_nonfarm_employment_change_2013_2005","local_labor_demand","core","log_nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",354,2.63926265363547,23.1085112116065,FALSE,0.530915496299763,1,FALSE,0.530915496299762,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__nonfarm_employment_growth__state_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","nonfarm_employment_growth","log_nonfarm_employment_change_2013_2005","local_labor_demand","core","log_nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",354,0.211920271570989,23.1085112116065,FALSE,0.797067722234484,0.797505115496256,FALSE,0.79706772223448,0.797505115496253,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__firm_growth__region_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","firm_growth","log_firms_total_change_2013_2005","establishment_growth","core","log_establishments","region_main__nonzero_mean","region_main","nonzero_mean","region",354,0.205952107852765,23.1085112116065,FALSE,0.846521594615476,1,FALSE,0.846521594615475,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__firm_growth__region_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","firm_growth","log_firms_total_change_2013_2005","establishment_growth","core","log_establishments","region_main__glottolog_mean","region_main","glottolog_mean","region",354,2.3032099904734,23.1085112116065,FALSE,0.769140143889577,1,FALSE,0.769140143889575,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__firm_growth__region_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","firm_growth","log_firms_total_change_2013_2005","establishment_growth","core","log_establishments","region_main__dyen_noncognate","region_main","dyen_noncognate","region",354,0.89187407036847,23.1085112116065,FALSE,0.572355937695114,1,FALSE,0.572355937695123,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__firm_growth__state_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","firm_growth","log_firms_total_change_2013_2005","establishment_growth","core","log_establishments","state_main__nonzero_mean","state_main","nonzero_mean","state",354,1.49332619039482,23.1085112116065,FALSE,0.0217945778549524,0.108972889274762,FALSE,0.0217945778549524,0.108972889274762,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__firm_growth__state_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","firm_growth","log_firms_total_change_2013_2005","establishment_growth","core","log_establishments","state_main__glottolog_mean","state_main","glottolog_mean","state",354,2.63926265363547,23.1085112116065,FALSE,0.850512595709733,1,FALSE,0.850512595709735,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__firm_growth__state_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","firm_growth","log_firms_total_change_2013_2005","establishment_growth","core","log_establishments","state_main__dyen_noncognate","state_main","dyen_noncognate","state",354,0.211920271570989,23.1085112116065,FALSE,0.185241959480826,0.740967837923304,FALSE,0.185241959480826,0.740967837923304,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__hired_employment_share_change__region_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",354,0.205952107852765,23.1085112116065,FALSE,0.745536093323363,1,FALSE,0.745536093323362,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__hired_employment_share_change__region_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",354,2.3032099904734,23.1085112116065,FALSE,0.8164454329672,1,FALSE,0.816445432967199,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__hired_employment_share_change__region_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",354,0.89187407036847,23.1085112116065,FALSE,0.944973604727462,1,FALSE,0.944973604727462,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__hired_employment_share_change__state_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",354,1.49332619039482,23.1085112116065,FALSE,0.0591638656359043,0.118327731271809,FALSE,0.0591638656359038,0.118327731271808,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__hired_employment_share_change__state_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",354,2.63926265363547,23.1085112116065,FALSE,0.929712752725918,1,FALSE,0.929712752725919,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__hired_employment_share_change__state_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","hired_employment_share_change","hired_employment_share_change_2013_2005","employment_formality","core","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",354,0.211920271570989,23.1085112116065,FALSE,0.337341061187476,0.797505115496256,FALSE,0.337341061187476,0.797505115496253,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__private_employment_share_change__region_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",354,0.205952107852765,23.1085112116065,FALSE,0.156001350930575,0.6240054037223,FALSE,0.156001350930572,0.624005403722288,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__private_employment_share_change__region_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",354,2.3032099904734,23.1085112116065,FALSE,0.0646820582381206,0.362078635655441,FALSE,0.064682058238123,0.3620786356554,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__private_employment_share_change__region_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",354,0.89187407036847,23.1085112116065,FALSE,0.622109779035722,1,FALSE,0.622109779035721,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__private_employment_share_change__state_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",354,1.49332619039482,23.1085112116065,FALSE,0.644269681867161,0.644269681867161,FALSE,0.644269681867161,0.644269681867161,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__private_employment_share_change__state_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",354,2.63926265363547,23.1085112116065,FALSE,0.205250291674125,1,FALSE,0.205250291674124,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__private_employment_share_change__state_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","private_employment_share_change","private_employment_share_change_2013_2005","ownership_structure","core","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",354,0.211920271570989,23.1085112116065,FALSE,0.265835038498752,0.797505115496256,FALSE,0.265835038498751,0.797505115496253,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__services_employment_share_change__region_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",354,0.205952107852765,23.1085112116065,FALSE,0.00198558487061363,0.0119135092236818,TRUE,0.00198558487061359,0.0119135092236815,TRUE,FALSE,FALSE,2,TRUE,"weak_iv_robust_signal"
"economic_census__services_employment_share_change__region_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",354,2.3032099904734,23.1085112116065,FALSE,0.0603464392759068,0.362078635655441,FALSE,0.0603464392759,0.3620786356554,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__services_employment_share_change__region_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",354,0.89187407036847,23.1085112116065,FALSE,0.0361037654655359,0.18051882732768,FALSE,0.036103765465531,0.180518827327655,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__services_employment_share_change__state_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",354,1.49332619039482,23.1085112116065,FALSE,0.0311408687543862,0.109996613448246,FALSE,0.0311408687543862,0.109996613448246,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__services_employment_share_change__state_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",354,2.63926265363547,23.1085112116065,FALSE,0.134436092248184,0.806616553489104,FALSE,0.134436092248184,0.806616553489104,FALSE,TRUE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__services_employment_share_change__state_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","services_employment_share_change","services_employment_share_change_2013_2005","sectoral_shift","core","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",354,0.211920271570989,23.1085112116065,FALSE,0.0746656543092084,0.404724513800579,FALSE,0.0746656543092084,0.404724513800579,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__manufacturing_employment_share_change__region_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","region_main__nonzero_mean","region_main","nonzero_mean","region",354,0.205952107852765,23.1085112116065,FALSE,0.00426614555264838,0.0213307277632419,TRUE,0.00426614555264985,0.0213307277632492,TRUE,FALSE,FALSE,2,TRUE,"weak_iv_robust_signal"
"economic_census__manufacturing_employment_share_change__region_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","region_main__glottolog_mean","region_main","glottolog_mean","region",354,2.3032099904734,23.1085112116065,FALSE,0.286510099095042,1,FALSE,0.286510099095051,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__manufacturing_employment_share_change__region_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","region_main__dyen_noncognate","region_main","dyen_noncognate","region",354,0.89187407036847,23.1085112116065,FALSE,0.0121888428609131,0.0731330571654786,FALSE,0.0121888428609121,0.0731330571654726,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__manufacturing_employment_share_change__state_main__nonzero_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","state_main__nonzero_mean","state_main","nonzero_mean","state",354,1.49332619039482,23.1085112116065,FALSE,0.0274991533620616,0.109996613448246,FALSE,0.0274991533620616,0.109996613448246,FALSE,FALSE,FALSE,2,TRUE,"weak_iv_underidentified"
"economic_census__manufacturing_employment_share_change__state_main__glottolog_mean","economic_census","post_treatment_change_2005_2013","causal_mechanism","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","state_main__glottolog_mean","state_main","glottolog_mean","state",354,2.63926265363547,23.1085112116065,FALSE,0.714236883293455,1,FALSE,0.714236883293454,1,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
"economic_census__manufacturing_employment_share_change__state_main__dyen_noncognate","economic_census","post_treatment_change_2005_2013","causal_mechanism","manufacturing_employment_share_change","manufacturing_employment_share_change_2013_2005","sectoral_shift","secondary","nonfarm_employment","state_main__dyen_noncognate","state_main","dyen_noncognate","state",354,0.211920271570989,23.1085112116065,FALSE,0.0674540856334299,0.404724513800579,FALSE,0.0674540856334299,0.404724513800579,FALSE,TRUE,FALSE,1,FALSE,"weak_iv_underidentified"
